trial,testing,parameters,initial_deadline,final_deadline,net_reward,actions,success
369,False,"{'a': 0.9, 'e': 0.10853650747931204}",20,0,17.630466492883055,"{0: 19, 1: 0, 2: 1, 3: 0, 4: 0}",0
370,False,"{'a': 0.9, 'e': 0.10788528843443616}",20,13,11.521501621747955,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
371,False,"{'a': 0.9, 'e': 0.10723797670382955}",20,11,9.96953630499441,"{0: 8, 1: 1, 2: 0, 3: 0, 4: 0}",1
372,False,"{'a': 0.9, 'e': 0.10659454884360657}",30,0,20.227955293094446,"{0: 28, 1: 1, 2: 0, 3: 1, 4: 0}",0
373,False,"{'a': 0.9, 'e': 0.10595498155054493}",25,8,23.482789334138523,"{0: 16, 1: 1, 2: 0, 3: 0, 4: 0}",1
374,False,"{'a': 0.9, 'e': 0.10531925166124166}",20,15,2.8540461379407303,"{0: 4, 1: 1, 2: 0, 3: 0, 4: 0}",1
375,False,"{'a': 0.9, 'e': 0.10468733615127421}",20,9,13.415913499520773,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
376,False,"{'a': 0.9, 'e': 0.10405921213436656}",20,3,30.88476404860868,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
377,False,"{'a': 0.9, 'e': 0.10343485686156037}",25,0,33.6908037346768,"{0: 24, 1: 1, 2: 0, 3: 0, 4: 0}",0
378,False,"{'a': 0.9, 'e': 0.10281424772039101}",20,11,13.611914168985844,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
379,False,"{'a': 0.9, 'e': 0.10219736223406865}",25,0,1.0267510269038944,"{0: 23, 1: 0, 2: 1, 3: 1, 4: 0}",0
380,False,"{'a': 0.9, 'e': 0.10158417806066425}",20,0,27.252595046377046,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
381,False,"{'a': 0.9, 'e': 0.10097467299230026}",30,17,24.095102786172788,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
382,False,"{'a': 0.9, 'e': 0.10036882495434646}",20,12,2.80589099529477,"{0: 7, 1: 0, 2: 1, 3: 0, 4: 0}",1
383,False,"{'a': 0.9, 'e': 0.09976661200462038}",25,2,-4.7320724731437425,"{0: 20, 1: 0, 2: 2, 3: 1, 4: 0}",1
384,False,"{'a': 0.9, 'e': 0.09916801233259265}",20,11,10.063744044759579,"{0: 8, 1: 1, 2: 0, 3: 0, 4: 0}",1
385,False,"{'a': 0.9, 'e': 0.0985730042585971}",20,3,1.6603575971149178,"{0: 15, 1: 0, 2: 2, 3: 0, 4: 0}",1
386,False,"{'a': 0.9, 'e': 0.09798156623304552}",20,11,15.610978724580178,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
387,False,"{'a': 0.9, 'e': 0.09739367683564724}",30,11,23.76738342031015,"{0: 18, 1: 0, 2: 1, 3: 0, 4: 0}",1
388,False,"{'a': 0.9, 'e': 0.09680931477463335}",25,17,3.556024281673081,"{0: 7, 1: 0, 2: 1, 3: 0, 4: 0}",1
389,False,"{'a': 0.9, 'e': 0.09622845888598555}",25,2,20.368803346263505,"{0: 22, 1: 0, 2: 1, 3: 0, 4: 0}",1
390,False,"{'a': 0.9, 'e': 0.09565108813266963}",20,2,-12.056620554635339,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 1}",1
391,False,"{'a': 0.9, 'e': 0.09507718160387363}",25,7,20.263592084962244,"{0: 17, 1: 0, 2: 1, 3: 0, 4: 0}",1
392,False,"{'a': 0.9, 'e': 0.09450671851425038}",20,7,22.958383741647257,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
393,False,"{'a': 0.9, 'e': 0.09393967820316487}",20,8,17.46200209707592,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
394,False,"{'a': 0.9, 'e': 0.09337604013394589}",20,15,10.760406428593797,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
395,False,"{'a': 0.9, 'e': 0.09281578389314221}",30,17,24.33013898419652,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
396,False,"{'a': 0.9, 'e': 0.09225888918978335}",25,10,-24.4404310396516,"{0: 13, 1: 1, 2: 0, 3: 0, 4: 1}",1
397,False,"{'a': 0.9, 'e': 0.09170533585464466}",20,4,23.402886361436373,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
398,False,"{'a': 0.9, 'e': 0.09115510383951679}",20,6,16.174090272755446,"{0: 13, 1: 1, 2: 0, 3: 0, 4: 0}",1
399,False,"{'a': 0.9, 'e': 0.09060817321647968}",30,20,16.753088986225045,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
400,False,"{'a': 0.9, 'e': 0.0900645241771808}",20,13,12.486322292301992,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
401,False,"{'a': 0.9, 'e': 0.08952413703211773}",35,19,-18.919322237862595,"{0: 14, 1: 1, 2: 0, 3: 0, 4: 1}",1
402,False,"{'a': 0.9, 'e': 0.08898699220992502}",20,14,11.437498998409396,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
403,False,"{'a': 0.9, 'e': 0.08845307025666546}",20,12,15.120098874574426,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
404,False,"{'a': 0.9, 'e': 0.08792235183512548}",20,12,13.834191916763173,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
405,False,"{'a': 0.9, 'e': 0.08739481772411473}",35,15,15.987674911184968,"{0: 19, 1: 0, 2: 0, 3: 1, 4: 0}",1
406,False,"{'a': 0.9, 'e': 0.08687044881777004}",20,11,14.436634436132287,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
407,False,"{'a': 0.9, 'e': 0.08634922612486341}",20,10,-24.878852744116408,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 1}",1
408,False,"{'a': 0.9, 'e': 0.08583113076811423}",20,0,0.9510714752954619,"{0: 17, 1: 1, 2: 2, 3: 0, 4: 0}",0
409,False,"{'a': 0.9, 'e': 0.08531614398350554}",20,10,-14.836394323071842,"{0: 8, 1: 0, 2: 1, 3: 1, 4: 0}",1
410,False,"{'a': 0.9, 'e': 0.0848042471196045}",20,16,7.9513926472904926,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
411,False,"{'a': 0.9, 'e': 0.08429542163688689}",25,13,24.616855426088012,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
412,False,"{'a': 0.9, 'e': 0.08378964910706556}",20,6,0.47648199783588296,"{0: 13, 1: 0, 2: 0, 3: 1, 4: 0}",1
413,False,"{'a': 0.9, 'e': 0.08328691121242317}",25,18,11.96884668896465,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
414,False,"{'a': 0.9, 'e': 0.08278718974514862}",20,11,6.3499458832850975,"{0: 8, 1: 0, 2: 1, 3: 0, 4: 0}",1
415,False,"{'a': 0.9, 'e': 0.08229046660667773}",20,12,13.45781300838829,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
416,False,"{'a': 0.9, 'e': 0.08179672380703767}",35,11,43.63992161549642,"{0: 24, 1: 0, 2: 0, 3: 0, 4: 0}",1
417,False,"{'a': 0.9, 'e': 0.08130594346419544}",20,11,17.845253647186286,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
418,False,"{'a': 0.9, 'e': 0.08081810780341027}",20,13,13.099309205388915,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
419,False,"{'a': 0.9, 'e': 0.0803331991565898}",30,13,30.474582164074047,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
420,False,"{'a': 0.9, 'e': 0.07985119996165027}",20,12,12.130799718587921,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
421,False,"{'a': 0.9, 'e': 0.07937209276188037}",20,15,9.529336019539192,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
422,False,"{'a': 0.9, 'e': 0.07889586020530909}",20,10,4.01507802106034,"{0: 8, 1: 1, 2: 1, 3: 0, 4: 0}",1
423,False,"{'a': 0.9, 'e': 0.07842248504407723}",30,11,21.03230418355221,"{0: 18, 1: 1, 2: 0, 3: 0, 4: 0}",1
424,False,"{'a': 0.9, 'e': 0.07795195013381276}",20,11,16.94873268454903,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
425,False,"{'a': 0.9, 'e': 0.07748423843300989}",20,6,-12.583376959579558,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 1}",1
426,False,"{'a': 0.9, 'e': 0.07701933300241183}",30,23,13.017329965126512,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
427,False,"{'a': 0.9, 'e': 0.07655721700439735}",25,10,1.3817877803673264,"{0: 14, 1: 0, 2: 0, 3: 1, 4: 0}",1
428,False,"{'a': 0.9, 'e': 0.07609787370237098}",35,22,24.19008153546553,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
429,False,"{'a': 0.9, 'e': 0.07564128646015675}",25,16,18.381570072844315,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
430,False,"{'a': 0.9, 'e': 0.0751874387413958}",20,0,-23.360913221357038,"{0: 18, 1: 1, 2: 0, 3: 0, 4: 1}",0
431,False,"{'a': 0.9, 'e': 0.07473631410894743}",30,0,-0.5133151424249989,"{0: 29, 1: 0, 2: 0, 3: 0, 4: 1}",0
432,False,"{'a': 0.9, 'e': 0.07428789622429374}",30,13,16.37280329719595,"{0: 16, 1: 0, 2: 1, 3: 0, 4: 0}",1
433,False,"{'a': 0.9, 'e': 0.07384216884694798}",30,20,14.556791742161376,"{0: 9, 1: 1, 2: 0, 3: 0, 4: 0}",1
434,False,"{'a': 0.9, 'e': 0.0733991158338663}",25,12,-10.17252090304931,"{0: 11, 1: 0, 2: 1, 3: 1, 4: 0}",1
435,False,"{'a': 0.9, 'e': 0.07295872113886309}",20,9,16.745902027830624,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
436,False,"{'a': 0.9, 'e': 0.07252096881202992}",35,20,17.382626957682785,"{0: 14, 1: 0, 2: 1, 3: 0, 4: 0}",1
437,False,"{'a': 0.9, 'e': 0.07208584299915774}",30,18,19.413134962952974,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
438,False,"{'a': 0.9, 'e': 0.07165332794116279}",20,9,7.634017614889023,"{0: 10, 1: 0, 2: 1, 3: 0, 4: 0}",1
439,False,"{'a': 0.9, 'e': 0.07122340797351581}",25,18,1.681299941164068,"{0: 6, 1: 0, 2: 1, 3: 0, 4: 0}",1
440,False,"{'a': 0.9, 'e': 0.07079606752567472}",25,12,10.200855712961467,"{0: 12, 1: 0, 2: 1, 3: 0, 4: 0}",1
441,False,"{'a': 0.9, 'e': 0.07037129112052067}",20,6,25.8699139653436,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
442,False,"{'a': 0.9, 'e': 0.06994906337379754}",20,13,12.145097134246656,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
443,False,"{'a': 0.9, 'e': 0.06952936899355476}",25,8,-27.858312312325697,"{0: 15, 1: 0, 2: 1, 3: 0, 4: 1}",1
444,False,"{'a': 0.9, 'e': 0.06911219277959343}",20,5,-16.696850684806545,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 1}",1
445,False,"{'a': 0.9, 'e': 0.06869751962291587}",20,13,11.090264650202197,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
446,False,"{'a': 0.9, 'e': 0.06828533450517837}",25,15,17.29412363912165,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
447,False,"{'a': 0.9, 'e': 0.0678756224981473}",20,11,19.97697776410724,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
448,False,"{'a': 0.9, 'e': 0.06746836876315841}",25,17,15.79130085525456,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
449,False,"{'a': 0.9, 'e': 0.06706355855057947}",20,7,22.991350543681772,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
450,False,"{'a': 0.9, 'e': 0.06666117719927599}",35,18,7.008195649065617,"{0: 16, 1: 0, 2: 0, 3: 1, 4: 0}",1
451,False,"{'a': 0.9, 'e': 0.06626121013608033}",30,7,36.527087616280845,"{0: 23, 1: 0, 2: 0, 3: 0, 4: 0}",1
452,False,"{'a': 0.9, 'e': 0.06586364287526385}",20,5,4.139612493613486,"{0: 14, 1: 0, 2: 0, 3: 1, 4: 0}",1
453,False,"{'a': 0.9, 'e': 0.06546846101801226}",20,14,12.079909687950959,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
454,False,"{'a': 0.9, 'e': 0.06507565025190419}",25,5,18.978375023014497,"{0: 19, 1: 0, 2: 1, 3: 0, 4: 0}",1
455,False,"{'a': 0.9, 'e': 0.06468519635039277}",25,14,17.64561322058821,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
456,False,"{'a': 0.9, 'e': 0.06429708517229041}",25,5,-21.151221731765748,"{0: 18, 1: 0, 2: 1, 3: 0, 4: 1}",1
457,False,"{'a': 0.9, 'e': 0.06391130266125666}",20,2,8.449421188388321,"{0: 16, 1: 0, 2: 2, 3: 0, 4: 0}",1
458,False,"{'a': 0.9, 'e': 0.06352783484528912}",25,3,27.784442963359698,"{0: 21, 1: 1, 2: 0, 3: 0, 4: 0}",1
459,False,"{'a': 0.9, 'e': 0.06314666783621739}",30,10,32.187271812394236,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",1
460,False,"{'a': 0.9, 'e': 0.06276778782920009}",20,12,12.196510802292725,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
461,False,"{'a': 0.9, 'e': 0.062391181102224885}",25,0,1.9039826115930136,"{0: 22, 1: 0, 2: 3, 3: 0, 4: 0}",0
462,False,"{'a': 0.9, 'e': 0.06201683401561154}",20,10,17.56450824289186,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
463,False,"{'a': 0.9, 'e': 0.06164473301151787}",25,6,34.900140233265034,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 0}",1
464,False,"{'a': 0.9, 'e': 0.06127486461344876}",25,7,19.669355066501158,"{0: 17, 1: 0, 2: 1, 3: 0, 4: 0}",1
465,False,"{'a': 0.9, 'e': 0.06090721542576807}",20,13,13.674821294985946,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
466,False,"{'a': 0.9, 'e': 0.06054177213321346}",30,15,25.5769715505346,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
467,False,"{'a': 0.9, 'e': 0.06017852150041418}",20,13,13.008207937977913,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
468,False,"{'a': 0.9, 'e': 0.059817450371411694}",30,24,12.011813301628948,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
469,False,"{'a': 0.9, 'e': 0.059458545669183224}",30,23,14.036161444743353,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
470,False,"{'a': 0.9, 'e': 0.05910179439516812}",20,5,24.903711052024356,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
471,False,"{'a': 0.9, 'e': 0.05874718362879711}",20,12,15.302327157391066,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
472,False,"{'a': 0.9, 'e': 0.05839470052702433}",25,9,29.364305324404334,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
473,False,"{'a': 0.9, 'e': 0.058044332323862184}",20,5,17.955919309150218,"{0: 14, 1: 1, 2: 0, 3: 0, 4: 0}",1
474,False,"{'a': 0.9, 'e': 0.05769606632991901}",35,13,35.00247523251508,"{0: 22, 1: 0, 2: 0, 3: 0, 4: 0}",1
475,False,"{'a': 0.9, 'e': 0.0573498899319395}",20,16,8.09553222218268,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
476,False,"{'a': 0.9, 'e': 0.05700579059234786}",30,16,-19.65296202415078,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 1}",1
477,False,"{'a': 0.9, 'e': 0.056663755848793775}",25,16,21.090910857508636,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
478,False,"{'a': 0.9, 'e': 0.05632377331370101}",30,12,-12.11229530912837,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 1}",1
479,False,"{'a': 0.9, 'e': 0.0559858306738188}",20,11,11.539915852289607,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
480,False,"{'a': 0.9, 'e': 0.05564991568977589}",20,3,20.81442973929081,"{0: 16, 1: 1, 2: 0, 3: 0, 4: 0}",1
481,False,"{'a': 0.9, 'e': 0.05531601619563723}",20,1,-25.303429107884117,"{0: 17, 1: 0, 2: 1, 3: 0, 4: 1}",1
482,False,"{'a': 0.9, 'e': 0.05498412009846341}",25,13,22.37678152896098,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
483,False,"{'a': 0.9, 'e': 0.05465421537787263}",20,12,14.191532320837272,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
484,False,"{'a': 0.9, 'e': 0.05432629008560539}",25,12,21.456838025445492,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
485,False,"{'a': 0.9, 'e': 0.05400033234509176}",20,8,-30.368324624478987,"{0: 10, 1: 0, 2: 1, 3: 0, 4: 1}",1
486,False,"{'a': 0.9, 'e': 0.053676330351021206}",25,0,43.02767801519878,"{0: 25, 1: 0, 2: 0, 3: 0, 4: 0}",0
487,False,"{'a': 0.9, 'e': 0.05335427236891508}",20,1,32.974442148144625,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 0}",1
488,False,"{'a': 0.9, 'e': 0.05303414673470159}",25,3,24.345214714926247,"{0: 21, 1: 0, 2: 1, 3: 0, 4: 0}",1
489,False,"{'a': 0.9, 'e': 0.05271594185429338}",20,12,15.82046282768404,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
490,False,"{'a': 0.9, 'e': 0.05239964620316762}",20,0,21.1108196431907,"{0: 19, 1: 1, 2: 0, 3: 0, 4: 0}",0
491,False,"{'a': 0.9, 'e': 0.052085248325948616}",25,20,11.397162008889937,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
492,False,"{'a': 0.9, 'e': 0.05177273683599292}",20,14,10.290683514778964,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
493,False,"{'a': 0.9, 'e': 0.051462100414976966}",25,15,13.874505924699765,"{0: 9, 1: 1, 2: 0, 3: 0, 4: 0}",1
494,False,"{'a': 0.9, 'e': 0.051153327812487104}",20,12,17.046905323193016,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
495,False,"{'a': 0.9, 'e': 0.05084640784561218}",20,0,24.017421648667288,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
496,False,"{'a': 0.9, 'e': 0.050541329398538504}",20,1,37.435863761502326,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 0}",1
497,False,"{'a': 0.9, 'e': 0.05023808142214727}",20,12,15.042895177907003,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
498,False,"{'a': 0.9, 'e': 0.04993665293361439}",25,17,15.638658423874903,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
499,False,"{'a': 0.9, 'e': 0.0496370330160127}",20,13,-31.529753896555118,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 1}",1
500,False,"{'a': 0.9, 'e': 0.04933921081791663}",20,0,30.891102881794026,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
501,False,"{'a': 0.9, 'e': 0.049043175553009126}",20,10,15.474570559753985,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
502,False,"{'a': 0.9, 'e': 0.048748916499691076}",30,18,4.939359429618351,"{0: 11, 1: 0, 2: 0, 3: 1, 4: 0}",1
503,False,"{'a': 0.9, 'e': 0.04845642300069292}",20,0,26.02635272044577,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",1
504,False,"{'a': 0.9, 'e': 0.04816568446268877}",30,16,28.715681020474488,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
505,False,"{'a': 0.9, 'e': 0.04787669035591264}",25,15,18.45141881110296,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
506,False,"{'a': 0.9, 'e': 0.04758943021377716}",30,12,34.582959461687764,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
507,False,"{'a': 0.9, 'e': 0.047303893632494494}",25,20,8.935908255174695,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
508,False,"{'a': 0.9, 'e': 0.04702007027069953}",30,0,46.711320438222614,"{0: 30, 1: 0, 2: 0, 3: 0, 4: 0}",0
509,False,"{'a': 0.9, 'e': 0.04673794984907533}",20,14,13.257635657292987,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
510,False,"{'a': 0.9, 'e': 0.04645752214998088}",25,17,15.27355916048689,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
511,False,"{'a': 0.9, 'e': 0.046178777017080994}",20,3,18.98554524985196,"{0: 16, 1: 0, 2: 1, 3: 0, 4: 0}",1
512,False,"{'a': 0.9, 'e': 0.045901704354978506}",20,7,21.691826967069012,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
513,False,"{'a': 0.9, 'e': 0.04562629412884864}",25,12,24.814516944545147,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
514,False,"{'a': 0.9, 'e': 0.045352536364075546}",20,15,10.56636226664765,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
515,False,"{'a': 0.9, 'e': 0.04508042114589109}",25,8,25.103827452958456,"{0: 16, 1: 1, 2: 0, 3: 0, 4: 0}",1
516,False,"{'a': 0.9, 'e': 0.04480993861901574}",30,16,23.21625792967626,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
517,False,"{'a': 0.9, 'e': 0.04454107898730165}",25,12,23.172082479647752,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
518,False,"{'a': 0.9, 'e': 0.04427383251337784}",20,8,-24.649169203633715,"{0: 9, 1: 0, 2: 2, 3: 1, 4: 0}",1
519,False,"{'a': 0.9, 'e': 0.044008189518297575}",30,23,13.48734812581117,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
520,False,"{'a': 0.9, 'e': 0.043744140381187784}",25,17,6.971767249440737,"{0: 7, 1: 1, 2: 0, 3: 0, 4: 0}",1
521,False,"{'a': 0.9, 'e': 0.04348167553890066}",20,7,13.725177983617153,"{0: 12, 1: 0, 2: 1, 3: 0, 4: 0}",1
522,False,"{'a': 0.9, 'e': 0.043220785485667254}",20,1,25.719007066023348,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 0}",1
523,False,"{'a': 0.9, 'e': 0.04296146077275325}",25,15,13.05148285085949,"{0: 9, 1: 1, 2: 0, 3: 0, 4: 0}",1
524,False,"{'a': 0.9, 'e': 0.04270369200811673}",20,13,14.113910887550972,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
525,False,"{'a': 0.9, 'e': 0.04244746985606803}",30,3,36.018115883188756,"{0: 26, 1: 1, 2: 0, 3: 0, 4: 0}",1
526,False,"{'a': 0.9, 'e': 0.04219278503693162}",35,13,5.477336884718823,"{0: 20, 1: 0, 2: 1, 3: 1, 4: 0}",1
527,False,"{'a': 0.9, 'e': 0.041939628326710034}",20,15,7.666270339765312,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
528,False,"{'a': 0.9, 'e': 0.04168799055674977}",25,0,39.50907792429817,"{0: 25, 1: 0, 2: 0, 3: 0, 4: 0}",0
529,False,"{'a': 0.9, 'e': 0.041437862613409274}",25,5,20.367021144152403,"{0: 19, 1: 0, 2: 1, 3: 0, 4: 0}",1
530,False,"{'a': 0.9, 'e': 0.041189235437728816}",35,6,36.677527796504364,"{0: 28, 1: 0, 2: 1, 3: 0, 4: 0}",1
531,False,"{'a': 0.9, 'e': 0.04094210002510244}",30,13,-55.75395820906146,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 2}",1
532,False,"{'a': 0.9, 'e': 0.04069644742495183}",20,0,25.559528401914978,"{0: 19, 1: 1, 2: 0, 3: 0, 4: 0}",0
533,False,"{'a': 0.9, 'e': 0.04045226874040212}",35,27,14.645251670448536,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
534,False,"{'a': 0.9, 'e': 0.040209555127959706}",20,6,-15.470284064125217,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 1}",1
535,False,"{'a': 0.9, 'e': 0.039968297797191944}",20,0,29.45968866324504,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
536,False,"{'a': 0.9, 'e': 0.0397284880104088}",25,10,28.789186927117143,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
537,False,"{'a': 0.9, 'e': 0.03949011708234634}",25,15,18.452643768697648,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
538,False,"{'a': 0.9, 'e': 0.03925317637985226}",25,18,12.324406407622444,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
539,False,"{'a': 0.9, 'e': 0.03901765732157315}",25,19,-31.628792625931233,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 1}",1
540,False,"{'a': 0.9, 'e': 0.038783551377643714}",25,7,31.569781140257284,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
541,False,"{'a': 0.9, 'e': 0.03855085006937785}",20,7,13.573534122498398,"{0: 12, 1: 1, 2: 0, 3: 0, 4: 0}",1
542,False,"{'a': 0.9, 'e': 0.03831954496896158}",20,0,8.382895583418946,"{0: 19, 1: 0, 2: 0, 3: 1, 4: 0}",0
543,False,"{'a': 0.9, 'e': 0.03808962769914781}",20,16,6.9372669996140734,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
544,False,"{'a': 0.9, 'e': 0.037861089932952924}",20,0,22.083659735961103,"{0: 19, 1: 1, 2: 0, 3: 0, 4: 0}",0
545,False,"{'a': 0.9, 'e': 0.03763392339335521}",20,0,29.95378430144155,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
546,False,"{'a': 0.9, 'e': 0.037408119852995074}",20,13,11.996738771280889,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
547,False,"{'a': 0.9, 'e': 0.037183671133877105}",20,3,-14.904828412291744,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 1}",1
548,False,"{'a': 0.9, 'e': 0.03696056910707384}",30,17,25.932678908535213,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
549,False,"{'a': 0.9, 'e': 0.036738805692431396}",30,18,21.31718498613306,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
550,False,"{'a': 0.9, 'e': 0.03651837285827681}",20,8,20.98866109227962,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
551,False,"{'a': 0.9, 'e': 0.03629926262112715}",20,8,9.58571648082351,"{0: 11, 1: 0, 2: 1, 3: 0, 4: 0}",1
552,False,"{'a': 0.9, 'e': 0.036081467045400384}",20,6,25.78836272269337,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
553,False,"{'a': 0.9, 'e': 0.03586497824312798}",35,13,40.91338524669504,"{0: 22, 1: 0, 2: 0, 3: 0, 4: 0}",1
